Make,Model,Engine Fuel Type,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
Volvo,S60,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,2016,250.0,5.0,4.0,29,20,870,35650
Volvo,S60,regular unleaded,AUTOMATIC,front wheel drive,"Luxury,Performance",Midsize,Sedan,2016,240.0,4.0,4.0,38,26,870,34150
Volvo,S60,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,2016,250.0,5.0,4.0,28,20,870,43700
Volvo,S60,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,High-Performance",Midsize,Sedan,2016,325.0,6.0,4.0,27,18,870,44200
Volvo,S60,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,2017,240.0,4.0,4.0,36,25,870,33950
Volvo,S60,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,2017,302.0,4.0,4.0,31,23,870,47400
Audi,S6,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,2015,420.0,8.0,4.0,27,17,3105,75500
Audi,S6,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,2016,450.0,8.0,4.0,27,18,3105,70900
Audi,S6,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,2017,450.0,8.0,4.0,27,18,3105,74100
Volvo,S70,regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,1998,168.0,5.0,4.0,27,17,870,2000
Volvo,S70,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,1998,190.0,5.0,4.0,24,17,870,2112
Volvo,S70,regular unleaded,MANUAL,front wheel drive,"Luxury,Performance",Midsize,Sedan,1998,236.0,5.0,4.0,23,17,870,2232
Volvo,S70,regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,1999,162.0,5.0,4.0,26,19,870,2172
Volvo,S70,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,1999,190.0,5.0,4.0,25,18,870,2286
Volvo,S70,regular unleaded,MANUAL,front wheel drive,"Luxury,Performance",Midsize,Sedan,1999,236.0,5.0,4.0,25,18,870,2382
Volvo,S70,regular unleaded,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,1999,190.0,5.0,4.0,23,16,870,2384
Volvo,S70,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,2000,190.0,5.0,4.0,24,17,870,2430
Volvo,S70,regular unleaded,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,2000,190.0,5.0,4.0,23,16,870,2637
Volvo,S70,regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,2000,168.0,5.0,4.0,26,19,870,2305
Volvo,S70,regular unleaded,MANUAL,front wheel drive,"Luxury,Performance",Midsize,Sedan,2000,236.0,5.0,4.0,25,18,870,2608
Audi,S7,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2015,420.0,8.0,4.0,27,17,3105,82500
Audi,S7,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2016,450.0,8.0,4.0,27,17,3105,82900
Audi,S7,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2017,450.0,8.0,4.0,27,17,3105,82900
Volvo,S80,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,2014,240.0,6.0,4.0,29,20,870,39900
Volvo,S80,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,2014,300.0,6.0,4.0,25,18,870,43950
Volvo,S80,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,2015,300.0,6.0,4.0,28,19,870,45100
Volvo,S80,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,2015,240.0,4.0,4.0,38,26,870,41700
Volvo,S80,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,2016,240.0,4.0,4.0,37,25,870,48375
Audi,S8,premium unleaded (required),AUTOMATIC,all wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2015,520.0,8.0,4.0,27,17,3105,114900
Audi,S8,premium unleaded (required),AUTOMATIC,all wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2016,520.0,8.0,4.0,25,16,3105,114900
Audi,S8,premium unleaded (required),AUTOMATIC,all wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2016,605.0,8.0,4.0,25,15,3105,114900
Audi,S8,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2017,605.0,8.0,4.0,24,15,3105,115900
Volvo,S90,regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,1998,181.0,6.0,4.0,23,16,870,2269
Volvo,S90,premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Large,Sedan,2017,250.0,4.0,4.0,34,23,870,46950
Volvo,S90,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Luxury,Performance",Large,Sedan,2017,316.0,4.0,4.0,31,22,870,52950
GMC,Safari Cargo,regular unleaded,AUTOMATIC,all wheel drive,0,Large,Cargo Minivan,2003,190.0,6.0,3.0,18,14,549,24450
GMC,Safari Cargo,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Cargo Minivan,2003,190.0,6.0,3.0,21,15,549,22050
GMC,Safari Cargo,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Cargo Minivan,2004,190.0,6.0,3.0,19,14,549,22695
GMC,Safari Cargo,regular unleaded,AUTOMATIC,all wheel drive,0,Large,Cargo Minivan,2004,190.0,6.0,3.0,18,14,549,25195
GMC,Safari Cargo,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Cargo Minivan,2005,190.0,6.0,3.0,20,15,549,22930
GMC,Safari Cargo,regular unleaded,AUTOMATIC,all wheel drive,0,Large,Cargo Minivan,2005,190.0,6.0,3.0,18,14,549,25430
GMC,Safari,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Passenger Minivan,2003,190.0,6.0,3.0,19,14,549,23690
GMC,Safari,regular unleaded,AUTOMATIC,all wheel drive,0,Large,Passenger Minivan,2003,190.0,6.0,3.0,16,12,549,25690
GMC,Safari,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Passenger Minivan,2004,190.0,6.0,3.0,19,14,549,24195
GMC,Safari,regular unleaded,AUTOMATIC,all wheel drive,0,Large,Passenger Minivan,2004,190.0,6.0,3.0,16,12,549,26195
GMC,Safari,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Passenger Minivan,2005,190.0,6.0,3.0,20,14,549,24430
GMC,Safari,regular unleaded,AUTOMATIC,all wheel drive,0,Large,Passenger Minivan,2005,190.0,6.0,3.0,16,12,549,26430
Suzuki,Samurai,regular unleaded,MANUAL,four wheel drive,0,Compact,Convertible SUV,1993,66.0,4.0,2.0,26,24,481,2000
Suzuki,Samurai,regular unleaded,MANUAL,rear wheel drive,0,Compact,Convertible SUV,1993,66.0,4.0,2.0,26,24,481,2000
Suzuki,Samurai,regular unleaded,MANUAL,four wheel drive,0,Compact,Convertible SUV,1994,66.0,4.0,2.0,26,24,481,2000
Suzuki,Samurai,regular unleaded,MANUAL,four wheel drive,0,Compact,Convertible SUV,1995,66.0,4.0,2.0,26,24,481,2000
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2015,264.0,4.0,4.0,24,18,1439,33000
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2015,264.0,4.0,4.0,27,19,1439,31250
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2015,190.0,4.0,4.0,27,20,1439,24950
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2015,190.0,4.0,4.0,25,19,1439,26700
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2016,265.0,4.0,4.0,24,18,1439,33000
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2016,190.0,4.0,4.0,27,20,1439,24950
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2016,190.0,4.0,4.0,25,19,1439,26700
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2016,265.0,4.0,4.0,27,19,1439,31250
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2017,265.0,4.0,4.0,26,19,1439,33450
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2017,265.0,4.0,4.0,28,20,1439,31700
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2017,265.0,4.0,4.0,24,19,1439,38250
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2017,190.0,4.0,4.0,27,21,1439,25350
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2017,190.0,4.0,4.0,26,20,1439,27100
Hyundai,Santa Fe Sport,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2017,265.0,4.0,4.0,27,20,1439,36500
Hyundai,Santa Fe,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2015,290.0,6.0,4.0,25,18,1439,30150
Hyundai,Santa Fe,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2015,290.0,6.0,4.0,24,18,1439,36000
Hyundai,Santa Fe,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2016,290.0,6.0,4.0,24,18,1439,32150
Hyundai,Santa Fe,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2016,290.0,6.0,4.0,25,18,1439,30400
Hyundai,Santa Fe,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2017,290.0,6.0,4.0,22,17,1439,36700
Hyundai,Santa Fe,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2017,290.0,6.0,4.0,23,17,1439,38700
Hyundai,Santa Fe,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2017,290.0,6.0,4.0,25,18,1439,30800
Hyundai,Santa Fe,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2017,290.0,6.0,4.0,24,18,1439,32550
GMC,Savana Cargo,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Cargo Van,2014,285.0,8.0,3.0,17,11,549,29215
GMC,Savana Cargo,flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Flex Fuel,Midsize,Cargo Van,2014,310.0,8.0,3.0,17,13,549,32760
GMC,Savana Cargo,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Cargo Van,2014,285.0,8.0,3.0,17,11,549,33420
GMC,Savana Cargo,regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Cargo Van,2014,195.0,6.0,3.0,19,14,549,27710
GMC,Savana Cargo,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Cargo Van,2015,285.0,8.0,3.0,17,11,549,32875
GMC,Savana Cargo,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Cargo Van,2015,285.0,8.0,3.0,17,11,549,31415
GMC,Savana Cargo,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Cargo Van,2016,285.0,8.0,3.0,16,11,549,32455
GMC,Savana Cargo,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Cargo Van,2016,285.0,8.0,3.0,16,11,549,33915
GMC,Savana,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,2014,310.0,8.0,3.0,17,13,549,30970
GMC,Savana,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,2014,280.0,8.0,3.0,17,11,549,36030
GMC,Savana,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,2014,280.0,8.0,3.0,17,11,549,31865
GMC,Savana,flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Flex Fuel,Midsize,Passenger Van,2014,310.0,8.0,3.0,17,13,549,34525
GMC,Savana,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,2015,285.0,8.0,3.0,17,11,549,36355
GMC,Savana,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,2015,285.0,8.0,3.0,17,11,549,34015
GMC,Savana,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,2016,285.0,8.0,3.0,16,11,549,32990
GMC,Savana,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,2016,285.0,8.0,3.0,16,11,549,37155
Lexus,SC 300,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,1998,225.0,6.0,2.0,22,17,454,3211
Lexus,SC 300,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,1999,225.0,6.0,2.0,22,17,454,3665
Lexus,SC 300,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,2000,225.0,6.0,2.0,22,17,454,4024
Lexus,SC 400,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,1998,290.0,8.0,2.0,23,17,454,3442
Lexus,SC 400,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,1999,290.0,8.0,2.0,23,16,454,4031
Lexus,SC 400,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,2000,290.0,8.0,2.0,23,16,454,4404
Lexus,SC 430,premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Compact,Convertible,2008,288.0,8.0,2.0,23,16,454,66355
Lexus,SC 430,premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Compact,Convertible,2009,288.0,8.0,2.0,23,16,454,66805
Lexus,SC 430,premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Compact,Convertible,2010,288.0,8.0,2.0,23,16,454,68405
Hyundai,Scoupe,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1993,92.0,4.0,2.0,32,23,1439,2000
Hyundai,Scoupe,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1993,115.0,4.0,2.0,29,23,1439,2000
Hyundai,Scoupe,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1994,92.0,4.0,2.0,30,23,1439,2000
Hyundai,Scoupe,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1994,115.0,4.0,2.0,29,23,1439,2000
Hyundai,Scoupe,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1995,115.0,4.0,2.0,30,23,1439,2000
Hyundai,Scoupe,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1995,92.0,4.0,2.0,33,24,1439,2000
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Convertible,2008,235.0,6.0,2.0,26,16,1013,32715
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Convertible,2008,173.0,4.0,2.0,30,21,1013,26600
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2008,173.0,4.0,4.0,30,21,1013,24415
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,2008,173.0,4.0,4.0,30,21,1013,20865
Chrysler,Sebring,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2008,235.0,6.0,4.0,24,15,1013,28415
Chrysler,Sebring,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Convertible,2008,186.0,6.0,2.0,26,18,1013,29275
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2009,173.0,4.0,4.0,30,21,1013,25920
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,2009,173.0,4.0,4.0,30,21,1013,20915
Chrysler,Sebring,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Convertible,2009,186.0,6.0,2.0,26,18,1013,30270
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Convertible,2009,235.0,6.0,2.0,27,16,1013,35125
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Convertible,2009,173.0,4.0,2.0,29,20,1013,27790
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Convertible,2010,235.0,6.0,2.0,27,16,1013,32710
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,2010,173.0,4.0,4.0,30,21,1013,22115
Chrysler,Sebring,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Convertible,2010,186.0,6.0,2.0,26,18,1013,29210
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Convertible,2010,173.0,4.0,2.0,29,20,1013,27850
Chrysler,Sebring,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2010,173.0,4.0,4.0,30,21,1013,20120
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2015,276.0,6.0,4.0,25,18,1720,36300
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2015,276.0,6.0,4.0,24,18,1720,26100
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2015,276.0,6.0,4.0,22,17,1720,39700
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2016,276.0,6.0,4.0,24,18,1720,28500
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2016,276.0,6.0,4.0,22,17,1720,39900
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2016,276.0,6.0,4.0,25,18,1720,36400
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2017,276.0,6.0,4.0,22,17,1720,41900
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2017,276.0,6.0,4.0,24,18,1720,28850
Kia,Sedona,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Passenger Minivan,2017,276.0,6.0,4.0,25,18,1720,36900
Nissan,Sentra,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2015,130.0,4.0,4.0,39,30,2009,20720
Nissan,Sentra,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2015,130.0,4.0,4.0,40,30,2009,17780
Nissan,Sentra,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2015,130.0,4.0,4.0,36,27,2009,16530
Nissan,Sentra,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2016,130.0,4.0,4.0,38,29,2009,22170
Nissan,Sentra,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2016,130.0,4.0,4.0,36,27,2009,16780
Nissan,Sentra,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2016,130.0,4.0,4.0,40,30,2009,18160
Nissan,Sentra,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2017,124.0,4.0,4.0,37,29,2009,21500
Nissan,Sentra,premium unleaded (recommended),AUTOMATIC,front wheel drive,0,Midsize,Sedan,2017,188.0,4.0,4.0,33,27,2009,21990
Nissan,Sentra,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2017,130.0,4.0,4.0,35,27,2009,16990
Nissan,Sentra,premium unleaded (recommended),MANUAL,front wheel drive,0,Midsize,Sedan,2017,188.0,4.0,4.0,32,26,2009,21990
Kia,Sephia,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,1999,125.0,4.0,4.0,28,21,1720,2000
Kia,Sephia,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,2000,125.0,4.0,4.0,26,20,1720,2000
Kia,Sephia,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,2001,125.0,4.0,4.0,28,22,1720,10845
Kia,Sephia,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,2001,125.0,4.0,4.0,28,19,1720,11820
Toyota,Sequoia,regular unleaded,AUTOMATIC,four wheel drive,0,Large,4dr SUV,2015,381.0,8.0,4.0,17,13,2031,64320
Toyota,Sequoia,flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,2015,381.0,8.0,4.0,17,13,2031,56580
Toyota,Sequoia,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,4dr SUV,2015,381.0,8.0,4.0,17,13,2031,61095
Toyota,Sequoia,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,4dr SUV,2016,381.0,8.0,4.0,17,13,2031,61855
Toyota,Sequoia,flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,2016,381.0,8.0,4.0,17,13,2031,57340
Toyota,Sequoia,regular unleaded,AUTOMATIC,four wheel drive,0,Large,4dr SUV,2016,381.0,8.0,4.0,17,13,2031,65080
Toyota,Sequoia,regular unleaded,AUTOMATIC,four wheel drive,0,Large,4dr SUV,2017,381.0,8.0,4.0,17,13,2031,48685
Toyota,Sequoia,flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,2017,381.0,8.0,4.0,17,13,2031,65215
Toyota,Sequoia,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,4dr SUV,2017,381.0,8.0,4.0,17,13,2031,45460
Cadillac,Seville,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Large,Sedan,2002,275.0,8.0,4.0,25,16,1624,44399
Cadillac,Seville,regular unleaded,AUTOMATIC,front wheel drive,"Luxury,Performance",Large,Sedan,2002,300.0,8.0,4.0,25,16,1624,49705
Cadillac,Seville,regular unleaded,AUTOMATIC,front wheel drive,"Luxury,Performance",Large,Sedan,2003,300.0,8.0,4.0,25,16,1624,51650
Cadillac,Seville,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Large,Sedan,2003,275.0,8.0,4.0,25,16,1624,45535
Cadillac,Seville,regular unleaded,AUTOMATIC,front wheel drive,Luxury,Large,Sedan,2004,275.0,8.0,4.0,24,16,1624,45975
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1992,93.0,4.0,2.0,29,23,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,0,Compact,Convertible,1992,100.0,4.0,2.0,29,20,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,1992,152.0,4.0,4.0,24,18,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,1992,93.0,4.0,4.0,29,23,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Performance,Compact,Convertible,1992,152.0,4.0,2.0,24,18,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,1992,100.0,4.0,4.0,29,20,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,1992,152.0,4.0,2.0,24,18,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1992,100.0,4.0,2.0,29,20,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1993,93.0,4.0,2.0,29,23,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,1993,93.0,4.0,4.0,29,23,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1993,100.0,4.0,2.0,29,22,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,0,Compact,Convertible,1993,100.0,4.0,2.0,29,22,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,1993,100.0,4.0,4.0,29,22,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1994,100.0,4.0,2.0,27,21,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1994,93.0,4.0,2.0,30,23,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,1994,93.0,4.0,4.0,30,23,1851,2000
Dodge,Shadow,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,1994,100.0,4.0,4.0,27,21,1851,2000
Ford,Shelby GT350,premium unleaded (recommended),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,2015,526.0,8.0,2.0,21,14,5657,61295
Ford,Shelby GT350,premium unleaded (recommended),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,2016,526.0,8.0,2.0,21,15,5657,61295
Ford,Shelby GT350,premium unleaded (recommended),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,2016,526.0,8.0,2.0,21,14,5657,47795
Ford,Shelby GT350,premium unleaded (recommended),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,2017,526.0,8.0,2.0,21,15,5657,61795
Ford,Shelby GT350,premium unleaded (recommended),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,2017,526.0,8.0,2.0,21,14,5657,54295
Ford,Shelby GT500,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,2012,550.0,8.0,2.0,23,15,5657,48810
Ford,Shelby GT500,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Convertible,2013,662.0,8.0,2.0,24,15,5657,59200
Ford,Shelby GT500,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,2013,662.0,8.0,2.0,24,15,5657,54200
